Tamanio		Duracion
---------------------------
100		0.00585	ms 
101		0.00601	ms 
102		0.00503	ms 
103		0.00585	ms 
104		0.00545	ms 
105		0.00602	ms 
106		0.00636	ms 
107		0.006	ms 
108		0.00592	ms 
109		0.00637	ms 
110		0.00552	ms 
111		0.00605	ms 
112		0.00542	ms 
113		0.00679	ms 
114		0.00639	ms 
115		0.00593	ms 
116		0.00638	ms 
117		0.00631	ms 
118		0.00581	ms 
119		0.00566	ms 
120		0.00618	ms 
121		0.00677	ms 
122		0.00564	ms 
123		0.0072	ms 
124		0.00689	ms 
125		0.00598	ms 
126		0.00625	ms 
127		0.00603	ms 
128		0.0058	ms 
129		0.00721	ms 
130		0.00746	ms 
==> Media duracion de multiplicacion 	0.006351ms 

100		0.00538	ms 
101		0.00495	ms 
102		0.005	ms 
103		0.00439	ms 
104		0.00506	ms 
105		0.00482	ms 
106		0.00437	ms 
107		0.00419	ms 
108		0.00512	ms 
109		0.00463	ms 
110		0.00499	ms 
111		0.00508	ms 
112		0.00499	ms 
113		0.00476	ms 
114		0.00553	ms 
115		0.00609	ms 
116		0.00583	ms 
117		0.00525	ms 
118		0.0051	ms 
119		0.00519	ms 
120		0.00587	ms 
121		0.00554	ms 
122		0.00486	ms 
123		0.00586	ms 
124		0.00515	ms 
125		0.00552	ms 
126		0.00553	ms 
127		0.00549	ms 
128		0.00567	ms 
129		0.00565	ms 
130		0.00572	ms 
==> Media duracion de suma 		0.005386ms 
