Tamanio		Duracion
---------------------------
100		0.00347	ms 
101		0.00303	ms 
102		0.00322	ms 
103		0.00313	ms 
104		0.00311	ms 
105		0.00381	ms 
106		0.00312	ms 
107		0.00316	ms 
108		0.00324	ms 
109		0.00382	ms 
110		0.00336	ms 
111		0.00432	ms 
112		0.00461	ms 
113		0.00332	ms 
114		0.00377	ms 
115		0.00342	ms 
116		0.00376	ms 
117		0.0038	ms 
118		0.00386	ms 
119		0.00379	ms 
120		0.00368	ms 
121		0.00378	ms 
122		0.00365	ms 
123		0.0037	ms 
124		0.00408	ms 
125		0.00371	ms 
126		0.00508	ms 
127		0.00419	ms 
128		0.00487	ms 
129		0.004	ms 
130		0.00387	ms 
==> Media duracion de multiplicacion 	0.00385767ms 

100		0.00315	ms 
101		0.00262	ms 
102		0.00257	ms 
103		0.00263	ms 
104		0.00274	ms 
105		0.00305	ms 
106		0.00274	ms 
107		0.00267	ms 
108		0.00292	ms 
109		0.00296	ms 
110		0.0028	ms 
111		0.00298	ms 
112		0.00275	ms 
113		0.00283	ms 
114		0.00289	ms 
115		0.00315	ms 
116		0.0034	ms 
117		0.0032	ms 
118		0.00304	ms 
119		0.00302	ms 
120		0.00301	ms 
121		0.00323	ms 
122		0.0034	ms 
123		0.00345	ms 
124		0.00309	ms 
125		0.00335	ms 
126		0.00336	ms 
127		0.00356	ms 
128		0.00371	ms 
129		0.00361	ms 
130		0.0032	ms 
==> Media duracion de suma 		0.00316933ms 
