Tamanio		Duracion
---------------------------
100		0.00334	ms 
101		0.00331	ms 
102		0.00341	ms 
103		0.00346	ms 
104		0.00345	ms 
105		0.00347	ms 
106		0.00351	ms 
107		0.00352	ms 
108		0.0036	ms 
109		0.00362	ms 
110		0.00361	ms 
111		0.00367	ms 
112		0.00371	ms 
113		0.00369	ms 
114		0.00374	ms 
115		0.00377	ms 
116		0.00377	ms 
117		0.00382	ms 
118		0.00384	ms 
119		0.00391	ms 
120		0.00394	ms 
121		0.00393	ms 
122		0.004	ms 
123		0.00401	ms 
124		0.00402	ms 
125		0.00406	ms 
126		0.00414	ms 
127		0.00412	ms 
128		0.00414	ms 
129		0.00424	ms 
130		0.00425	ms 
==> Media duracion de multiplicacion 	0.00390233ms 

100		0.00284	ms 
101		0.00288	ms 
102		0.00303	ms 
103		0.00301	ms 
104		0.00294	ms 
105		0.00301	ms 
106		0.00339	ms 
107		0.00369	ms 
108		0.0031	ms 
109		0.00317	ms 
110		0.00319	ms 
111		0.00393	ms 
112		0.00332	ms 
113		0.00322	ms 
114		0.00333	ms 
115		0.00327	ms 
116		0.00336	ms 
117		0.00335	ms 
118		0.00404	ms 
119		0.00363	ms 
120		0.00363	ms 
121		0.00352	ms 
122		0.00375	ms 
123		0.00359	ms 
124		0.00364	ms 
125		0.00376	ms 
126		0.00368	ms 
127		0.00398	ms 
128		0.00368	ms 
129		0.00371	ms 
130		0.0039	ms 
==> Media duracion de suma 		0.00355133ms 
